0,0,0
0,0,0.00909091
0,0,0.0272727
0,0,0.0454545
0,0,0.0636364
0,0,0.0818182
0,0,0.1
0,0,0.118182
0,0,0.136364
0,0,0.154545
0,0,0.172727
0,0,0.190909
0,0,0.209091
3e-006,-0,0.2
0.0221759,-0.000739098,0.2
0.0886948,-0.00295639,0.2
0.19956,-0.00665188,0.2
0.332597,-0.0110865,0.2
0.465635,-0.0155211,0.2
0.598673,-0.0199557,0.2
0.73171,-0.0243902,0.2
0.864748,-0.0288248,0.2
0.997786,-0.0332594,0.2
1.13082,-0.037694,0.2
1.26386,-0.0421286,0.2
1.3969,-0.0465632,0.2
1.52994,-0.0509978,0.2
1.66297,-0.0554324,0.2
1.79601,-0.059867,0.2
1.92905,-0.0643016,0.2
2.06209,-0.0687361,0.2
2.19512,-0.0731707,0.2
2.32816,-0.0776053,0.2
2.4612,-0.0820399,0.2
2.59424,-0.0864745,0.2
2.72728,-0.0909091,0.2
2.86031,-0.0953437,0.2
2.99335,-0.0997783,0.2
3.12639,-0.104213,0.2
3.25943,-0.108647,0.2
3.39246,-0.113082,0.2
3.5255,-0.117517,0.2
3.65854,-0.121951,0.2
3.79158,-0.126386,0.2
3.92461,-0.13082,0.2
4.05765,-0.135255,0.2
4.19069,-0.13969,0.2
4.32373,-0.144124,0.2
4.45677,-0.148559,0.2
4.5898,-0.152993,0.2
4.72284,-0.157428,0.2
4.85588,-0.161863,0.2
4.98892,-0.166297,0.2
5.12195,-0.170732,0.2
5.25499,-0.175166,0.2
5.38803,-0.179601,0.2
5.52107,-0.184035,0.2
5.6541,-0.18847,0.2
5.78714,-0.192905,0.2
5.92018,-0.197339,0.2
6.05322,-0.201774,0.2
6.18626,-0.206208,0.2
6.31929,-0.210643,0.2
6.45233,-0.215078,0.2
6.58537,-0.219512,0.2
6.71841,-0.223947,0.2
6.85144,-0.228381,0.2
6.98448,-0.232816,0.2
7.11752,-0.237251,0.2
7.25056,-0.241685,0.2
7.38359,-0.24612,0.2
7.51663,-0.250554,0.2
7.64967,-0.254989,0.2
7.78271,-0.259424,0.2
7.91575,-0.263858,0.2
8.04878,-0.268293,0.2
8.18182,-0.272727,0.2
8.31486,-0.277162,0.2
8.4479,-0.281596,0.2
8.58093,-0.286031,0.2
8.71397,-0.290466,0.2
8.84701,-0.2949,0.2
8.98005,-0.299335,0.2
9.11308,-0.303769,0.2
9.24612,-0.308204,0.2
9.37916,-0.312639,0.2
9.5122,-0.317073,0.2
9.64524,-0.321508,0.2
9.77827,-0.325942,0.2
9.91131,-0.330377,0.2
10.0443,-0.334812,0.2
10.1774,-0.339246,0.2
10.3104,-0.343681,0.2
10.4435,-0.348115,0.2
10.5765,-0.35255,0.2
10.7095,-0.356984,0.2
10.8426,-0.361419,0.2
10.9756,-0.365854,0.2
11.1086,-0.370288,0.2
11.2417,-0.374723,0.2
11.3747,-0.379157,0.2
11.5078,-0.383592,0.2
11.6408,-0.388027,0.2
11.7738,-0.392461,0.2
11.9069,-0.396896,0.2
12.0399,-0.40133,0.2
12.173,-0.405765,0.2
12.306,-0.4102,0.2
12.439,-0.414634,0.2
12.5721,-0.419069,0.2
12.7051,-0.423503,0.2
12.8381,-0.427938,0.2
12.9712,-0.432373,0.2
13.1042,-0.436807,0.2
13.2373,-0.441242,0.2
13.3703,-0.445676,0.2
13.5033,-0.450111,0.2
13.6364,-0.454545,0.2
13.7694,-0.45898,0.2
13.9024,-0.463415,0.2
14.0355,-0.467849,0.2
14.1685,-0.472284,0.2
14.3016,-0.476718,0.2
14.4346,-0.481153,0.2
14.5676,-0.485588,0.2
14.7007,-0.490022,0.2
14.8337,-0.494457,0.2
14.9667,-0.498891,0.2
15.0998,-0.503326,0.2
15.2328,-0.507761,0.2
15.3659,-0.512195,0.2
15.4989,-0.51663,0.2
15.6319,-0.521064,0.2
15.765,-0.525499,0.2
15.898,-0.529933,0.2
16.031,-0.534368,0.2
16.1641,-0.538803,0.2
16.2971,-0.543237,0.2
16.4302,-0.547672,0.2
16.5632,-0.552106,0.2
16.6962,-0.556541,0.2
16.8293,-0.560976,0.2
16.9623,-0.56541,0.2
17.0953,-0.569845,0.2
